Episode_Return,Episode_Return_smooth,env_step
21.4,21.4,40.0
17.2,19.3,62.0
27.4,21.999999999999996,88.0
20.2,21.55,117.0
20.2,21.28,140.0
17.0,20.56666666666667,165.0
24.8,21.17142857142857,198.0
23.2,21.425,224.0
20.0,21.266666666666666,237.0
36.6,22.8,269.0
26.8,23.34,283.0
16.2,23.240000000000002,297.0
24.0,22.9,312.0
16.8,22.560000000000002,330.0
21.2,22.66,342.0
20.2,22.979999999999997,385.0
16.4,22.139999999999997,405.0
29.8,22.800000000000004,418.0
15.2,22.32,434.0
37.2,22.380000000000003,478.0
27.6,22.46,499.0
27.0,23.54,533.0
29.2,24.06,551.0
17.6,24.139999999999997,567.0
21.4,24.16,594.0
24.2,24.560000000000002,650.0
17.8,24.7,660.0
29.8,24.7,672.0
24.6,25.639999999999997,694.0
18.8,23.8,712.0
29.2,23.96,736.0
25.0,23.759999999999998,755.0
24.2,23.259999999999998,805.0
18.6,23.359999999999996,821.0
17.4,22.96,837.0
23.6,22.9,862.0
16.2,22.74,872.0
20.0,21.759999999999998,885.0
22.2,21.52,898.0
14.0,21.04,913.0
13.2,19.44,927.0
23.0,19.240000000000002,939.0
15.2,18.339999999999996,960.0
22.2,18.7,971.0
28.0,19.76,1003.0
20.4,19.439999999999998,1014.0
21.2,19.940000000000005,1044.0
19.6,19.9,1053.0
19.4,19.62,1081.0
17.4,19.96,1097.0
17.4,20.380000000000003,1107.0
18.2,19.9,1119.0
20.6,20.44,1132.0
15.4,19.759999999999998,1154.0
12.6,18.22,1167.0
17.6,17.94,1176.0
25.8,18.400000000000002,1194.0
16.6,18.1,1207.0
15.6,17.720000000000002,1226.0
13.8,17.360000000000003,1239.0
17.2,17.339999999999996,1280.0
17.4,17.26,1294.0
16.8,16.880000000000003,1303.0
17.4,17.080000000000002,1318.0
16.0,17.419999999999998,1332.0
13.2,16.98,1344.0
13.6,15.76,1356.0
14.8,15.580000000000002,1373.0
11.8,15.2,1390.0
17.0,15.52,1406.0
17.6,15.559999999999999,1415.0
19.8,15.8,1425.0
24.0,16.52,1475.0
19.8,16.759999999999998,1496.0
