Episode_Return,env_step,Episode_Return_smooth
19.0,19,19.0
16.0,35,17.5
20.0,55,18.333333333333332
22.0,77,19.25
12.0,89,17.8
15.0,104,17.333333333333332
35.0,139,19.857142857142858
45.0,184,23.0
11.0,195,21.666666666666668
13.0,208,20.8
12.0,220,20.1
31.0,251,21.6
21.0,272,21.7
74.0,346,26.9
25.0,371,28.2
15.0,386,28.2
20.0,406,26.7
15.0,421,23.7
12.0,433,23.8
13.0,446,23.8
18.0,464,24.4
15.0,479,22.8
13.0,492,22.0
49.0,541,19.5
24.0,565,19.4
15.0,580,19.4
15.0,595,18.9
36.0,631,21.0
45.0,676,24.3
26.0,702,25.6
75.0,777,31.3
21.0,798,31.9
10.0,808,31.6
65.0,873,33.2
33.0,906,34.1
13.0,919,33.9
12.0,931,33.6
40.0,971,34.0
49.0,1020,34.4
109.0,1129,42.7
11.0,1140,36.3
42.0,1182,38.4
30.0,1212,40.4
26.0,1238,36.5
48.0,1286,38.0
25.0,1311,39.2
66.0,1377,44.6
11.0,1388,41.7
27.0,1415,39.5
35.0,1450,32.1
19.0,1469,32.9
31.0,1500,31.8
15.0,1515,30.3
11.0,1526,28.8
48.0,1574,28.8
23.0,1597,28.6
12.0,1609,23.2
35.0,1644,25.6
12.0,1656,24.1
21.0,1677,22.7
16.0,1693,22.4
32.0,1725,22.5
20.0,1745,23.0
24.0,1769,24.3
44.0,1813,23.9
53.0,1866,26.9
30.0,1896,28.7
19.0,1915,27.1
28.0,1943,28.7
37.0,1980,30.3
47.0,2027,33.4
51.0,2078,35.3
61.0,2139,39.4
47.0,2186,41.7
37.0,2223,41.0
83.0,2306,44.0
103.0,2409,51.3
31.0,2440,52.5
19.0,2459,51.6
28.0,2487,50.7
87.0,2574,54.7
14.0,2588,51.0
40.0,2628,48.9
58.0,2686,50.0
67.0,2753,53.0
13.0,2766,46.0
20.0,2786,37.7
128.0,2914,47.4
21.0,2935,47.6
76.0,3011,52.4
69.0,3080,50.6
69.0,3149,56.1
115.0,3264,63.6
38.0,3302,61.6
40.0,3342,58.9
53.0,3395,62.9
67.0,3462,67.6
160.0,3622,70.8
12.0,3634,69.9
18.0,3652,64.1
70.0,3722,64.2
59.0,3781,63.2
35.0,3816,55.2
37.0,3853,55.1
55.0,3908,56.6
49.0,3957,56.2
173.0,4130,66.8
134.0,4264,64.2
114.0,4378,74.4
30.0,4408,75.6
70.0,4478,75.6
112.0,4590,80.9
190.0,4780,96.4
143.0,4923,107.0
140.0,5063,115.5
169.0,5232,127.5
119.0,5351,122.1
71.0,5422,115.8
30.0,5452,107.4
73.0,5525,111.7
153.0,5678,120.0
106.0,5784,119.4
88.0,5872,109.2
28.0,5900,97.7
18.0,5918,85.5
243.0,6161,92.9
116.0,6277,92.6
75.0,6352,93.0
109.0,6461,100.9
123.0,6584,105.9
16.0,6600,92.2
66.0,6666,88.2
32.0,6698,82.6
92.0,6790,89.0
104.0,6894,97.6
63.0,6957,79.6
44.0,7001,72.4
19.0,7020,66.8
239.0,7259,79.8
174.0,7433,84.9
134.0,7567,96.7
194.0,7761,109.5
38.0,7799,110.1
99.0,7898,110.8
67.0,7965,107.1
66.0,8031,107.4
23.0,8054,105.3
121.0,8175,115.5
182.0,8357,109.8
102.0,8459,102.6
34.0,8493,92.6
133.0,8626,86.5
197.0,8823,102.4
147.0,8970,107.2
