Episode_Return,env_step,Episode_Return_smooth
43.0,43,43.0
17.0,60,30.0
27.0,87,29.0
19.0,106,26.5
14.0,120,24.0
15.0,135,22.5
45.0,180,25.714285714285715
18.0,198,24.75
9.0,207,23.0
27.0,234,23.4
27.0,261,21.8
14.0,275,21.5
13.0,288,20.1
14.0,302,19.6
63.0,365,24.5
26.0,391,25.6
58.0,449,26.9
66.0,515,31.7
20.0,535,32.8
24.0,559,32.5
13.0,572,31.1
15.0,587,31.2
25.0,612,32.4
12.0,624,32.2
42.0,666,30.1
28.0,694,30.3
21.0,715,26.6
20.0,735,22.0
40.0,775,24.0
37.0,812,25.3
25.0,837,26.5
26.0,863,27.6
35.0,898,28.6
13.0,911,28.7
8.0,919,25.3
22.0,941,24.7
26.0,967,25.2
12.0,979,24.4
21.0,1000,22.5
34.0,1034,22.2
20.0,1054,21.7
13.0,1067,20.4
21.0,1088,19.0
62.0,1150,23.9
22.0,1172,25.3
11.0,1183,24.2
44.0,1227,26.0
12.0,1239,26.0
103.0,1342,34.2
101.0,1443,40.9
28.0,1471,41.7
42.0,1513,44.6
24.0,1537,44.9
50.0,1587,43.7
44.0,1631,45.9
33.0,1664,48.1
19.0,1683,45.6
41.0,1724,48.5
41.0,1765,42.3
47.0,1812,36.9
34.0,1846,37.5
49.0,1895,38.2
15.0,1910,37.3
32.0,1942,35.5
17.0,1959,32.8
27.0,1986,32.2
23.0,2009,32.6
44.0,2053,32.9
20.0,2073,30.8
23.0,2096,28.4
41.0,2137,29.1
19.0,2156,26.1
58.0,2214,30.4
50.0,2264,32.2
66.0,2330,37.1
16.0,2346,36.0
23.0,2369,36.0
48.0,2417,36.4
30.0,2447,37.4
37.0,2484,38.8
49.0,2533,39.6
18.0,2551,39.5
50.0,2601,38.7
64.0,2665,40.1
27.0,2692,36.2
16.0,2708,36.2
45.0,2753,38.4
27.0,2780,36.3
106.0,2886,43.9
18.0,2904,42.0
110.0,3014,48.1
54.0,3068,51.7
61.0,3129,52.8
18.0,3147,48.2
54.0,3201,50.9
25.0,3226,51.8
60.0,3286,53.3
94.0,3380,60.0
18.0,3398,51.2
55.0,3453,54.9
39.0,3492,47.8
71.0,3563,49.5
13.0,3576,44.7
36.0,3612,46.5
73.0,3685,48.4
16.0,3701,47.5
45.0,3746,46.0
19.0,3765,38.5
27.0,3792,39.4
148.0,3940,48.7
57.0,3997,50.5
139.0,4136,57.3
70.0,4206,63.0
53.0,4259,64.7
23.0,4282,59.7
17.0,4299,59.8
145.0,4444,69.8
78.0,4522,75.7
39.0,4561,76.9
108.0,4669,72.9
55.0,4724,72.7
60.0,4784,64.8
52.0,4836,63.0
119.0,4955,69.6
187.0,5142,86.0
150.0,5292,99.3
145.0,5437,99.3
88.0,5525,100.3
24.0,5549,98.8
191.0,5740,107.1
119.0,5859,113.5
46.0,5905,112.1
29.0,5934,109.8
25.0,5959,100.4
43.0,6002,86.0
149.0,6151,85.9
177.0,6328,89.1
141.0,6469,94.4
105.0,6574,102.5
27.0,6601,86.1
87.0,6688,82.9
41.0,6729,82.4
17.0,6746,81.2
180.0,6926,96.7
20.0,6946,94.4
193.0,7139,98.8
12.0,7151,82.3
147.0,7298,82.9
136.0,7434,86.0
128.0,7562,96.1
14.0,7576,88.8
168.0,7744,101.5
174.0,7918,117.2
14.0,7932,100.6
307.0,8239,129.3
106.0,8345,120.6
138.0,8483,133.2
37.0,8520,122.2
139.0,8659,122.5
46.0,8705,114.3
96.0,8801,122.5
121.0,8922,117.8
99.0,9021,110.3
121.0,9142,121.0
125.0,9267,102.8
26.0,9293,94.8
117.0,9410,92.7
157.0,9567,104.7
42.0,9609,95.0
112.0,9721,101.6
55.0,9776,97.5
45.0,9821,89.9
43.0,9864,84.3
118.0,9982,84.0
13.0,9995,72.8
10.0,10005,71.2
53.0,10058,64.8
144.0,10202,63.5
175.0,10377,76.8
70.0,10447,72.6
28.0,10475,69.9
118.0,10593,77.2
101.0,10694,83.0
109.0,10803,82.1
122.0,10925,93.0
146.0,11071,106.6
45.0,11116,105.8
112.0,11228,102.6
192.0,11420,104.3
116.0,11536,108.9
46.0,11582,110.7
140.0,11722,112.9
146.0,11868,117.4
12.0,11880,107.7
21.0,11901,97.6
34.0,11935,86.4
116.0,12051,93.5
141.0,12192,96.4
211.0,12403,98.3
64.0,12467,93.1
30.0,12497,91.5
39.0,12536,81.4
137.0,12673,80.5
34.0,12707,82.7
150.0,12857,95.6
31.0,12888,95.3
78.0,12966,91.5
150.0,13116,92.4
133.0,13249,84.6
67.0,13316,84.9
135.0,13451,95.4
135.0,13586,105.0
92.0,13678,100.5
134.0,13812,110.5
141.0,13953,109.6
166.0,14119,123.1
24.0,14143,117.7
24.0,14167,105.1
167.0,14334,108.5
14.0,14348,103.2
116.0,14464,101.3
153.0,14617,103.1
136.0,14753,107.5
134.0,14887,107.5
154.0,15041,108.8
130.0,15171,105.2
123.0,15294,115.1
77.0,15371,120.4
129.0,15500,116.6
203.0,15703,135.5
135.0,15838,137.4
14.0,15852,123.5
61.0,15913,116.0
22.0,15935,104.8
140.0,16075,103.4
153.0,16228,105.7
195.0,16423,112.9
10.0,16433,106.2
15.0,16448,94.8
31.0,16479,77.6
59.0,16538,70.0
45.0,16583,73.1
14.0,16597,68.4
171.0,16768,83.3
140.0,16908,83.3
131.0,17039,81.1
231.0,17270,84.7
24.0,17294,86.1
16.0,17310,86.2
177.0,17487,100.8
37.0,17524,98.6
50.0,17574,99.1
150.0,17724,112.7
150.0,17874,110.6
192.0,18066,115.8
166.0,18232,119.3
38.0,18270,100.0
134.0,18404,111.0
22.0,18426,111.6
21.0,18447,96.0
21.0,18468,94.4
124.0,18592,101.8
158.0,18750,102.6
68.0,18818,94.4
136.0,18954,88.8
129.0,19083,85.1
125.0,19208,93.8
120.0,19328,92.4
136.0,19464,103.8
21.0,19485,103.8
15.0,19500,103.2
115.0,19615,102.3
97.0,19712,96.2
126.0,19838,102.0
129.0,19967,101.3
128.0,20095,101.2
128.0,20223,101.5
68.0,20291,96.3
128.0,20419,95.5
114.0,20533,104.8
133.0,20666,116.6
14.0,20680,106.5
136.0,20816,110.4
171.0,20987,114.9
27.0,21014,104.7
500.0,21514,141.9
16.0,21530,130.7
16.0,21546,125.5
21.0,21567,114.8
43.0,21610,107.7
12.0,21622,95.6
500.0,22122,144.2
500.0,22622,180.6
86.0,22708,172.1
500.0,23208,219.4
500.0,23708,219.4
13.0,23721,219.1
500.0,24221,267.5
15.0,24236,266.9
13.0,24249,263.9
14.0,24263,264.1
16.0,24279,215.7
14.0,24293,167.1
500.0,24793,208.5
500.0,25293,208.5
500.0,25793,208.5
11.0,25804,208.3
455.0,26259,203.8
15.0,26274,203.8
500.0,26774,252.5
500.0,27274,301.1
369.0,27643,336.4
500.0,28143,385.0
500.0,28643,385.0
500.0,29143,385.0
500.0,29643,385.0
26.0,29669,386.5
500.0,30169,391.0
40.0,30209,393.5
70.0,30279,350.5
106.0,30385,311.1
500.0,30885,324.2
169.0,31054,291.1
349.0,31403,276.0
456.0,31859,271.6
500.0,32359,271.6
151.0,32510,284.1
12.0,32522,235.3
174.0,32696,248.7
265.0,32961,268.2
186.0,33147,276.2
203.0,33350,246.5
140.0,33490,243.6
423.0,33913,251.0
330.0,34243,238.4
210.0,34453,209.4
500.0,34953,244.3
500.0,35453,293.1
500.0,35953,325.7
162.0,36115,315.4
500.0,36615,346.8
500.0,37115,376.5
500.0,37615,412.5
500.0,38115,420.2
146.0,38261,401.8
500.0,38761,430.8
488.0,39249,429.6
500.0,39749,429.6
351.0,40100,414.7
500.0,40600,448.5
117.0,40717,410.2
415.0,41132,401.7
500.0,41632,401.7
500.0,42132,401.7
184.0,42316,405.5
13.0,42329,356.8
500.0,42829,358.0
15.0,42844,309.5
500.0,43344,324.4
412.0,43756,315.6
393.0,44149,343.2
12.0,44161,302.9
257.0,44418,278.6
282.0,44700,256.8
500.0,45200,288.4
500.0,45700,337.1
346.0,46046,321.7
24.0,46070,322.6
500.0,46570,322.6
393.0,46963,320.7
500.0,47463,331.4
500.0,47963,380.2
500.0,48463,404.5
15.0,48478,377.8
248.0,48726,352.6
171.0,48897,319.7
177.0,49074,302.8
324.0,49398,332.8
500.0,49898,332.8
133.0,50031,306.8
327.0,50358,289.5
122.0,50480,251.7
500.0,50980,251.7
197.0,51177,269.9
423.0,51600,287.4
500.0,52100,320.3
10.0,52110,303.6
206.0,52316,291.8
258.0,52574,267.6
247.0,52821,279.0
155.0,52976,261.8
14.0,52990,251.0
137.0,53127,214.7
14.0,53141,196.4
26.0,53167,156.7
125.0,53292,119.2
153.0,53445,133.5
18.0,53463,114.7
92.0,53555,98.1
166.0,53721,90.0
115.0,53836,86.0
500.0,54336,134.6
500.0,54836,170.9
276.0,55112,197.1
133.0,55245,207.8
51.0,55296,200.4
34.0,55330,188.5
392.0,55722,225.9
298.0,56020,246.5
335.0,56355,263.4
292.0,56647,281.1
500.0,57147,281.1
269.0,57416,258.0
484.0,57900,278.8
494.0,58394,314.9
409.0,58803,350.7
111.0,58914,358.4
125.0,59039,331.7
20.0,59059,303.9
500.0,59559,320.4
63.0,59622,297.5
279.0,59901,275.4
372.0,60273,285.7
87.0,60360,246.0
106.0,60466,207.2
112.0,60578,177.5
15.0,60593,167.9
15.0,60608,156.9
59.0,60667,160.8
104.0,60771,121.2
91.0,60862,124.0
111.0,60973,107.2
14.0,60987,71.4
106.0,61093,73.3
101.0,61194,72.8
104.0,61298,72.0
51.0,61349,75.6
64.0,61413,80.5
69.0,61482,81.5
16.0,61498,72.7
90.0,61588,72.6
110.0,61698,72.5
112.0,61810,82.3
100.0,61910,81.7
112.0,62022,82.8
200.0,62222,92.4
293.0,62515,116.6
500.0,63015,160.2
500.0,63515,203.3
500.0,64015,251.7
500.0,64515,292.7
363.0,64878,318.0
500.0,65378,356.8
500.0,65878,396.8
500.0,66378,435.6
129.0,66507,428.5
12.0,66519,400.4
500.0,67019,400.4
500.0,67519,400.4
500.0,68019,400.4
76.0,68095,358.0
141.0,68236,335.8
500.0,68736,335.8
391.0,69127,324.9
235.0,69362,298.4
352.0,69714,320.7
201.0,69915,339.6
269.0,70184,316.5
500.0,70684,316.5
132.0,70816,279.7
108.0,70924,282.9
354.0,71278,304.2
373.0,71651,291.5
209.0,71860,273.3
237.0,72097,273.5
35.0,72132,241.8
359.0,72491,257.6
164.0,72655,247.1
286.0,72941,225.7
500.0,73441,262.5
228.0,73669,274.5
237.0,73906,262.8
107.0,74013,236.2
192.0,74205,234.5
136.0,74341,224.4
180.0,74521,238.9
188.0,74709,221.8
104.0,74813,215.8
225.0,75038,209.7
48.0,75086,164.5
113.0,75199,153.0
167.0,75366,146.0
108.0,75474,146.1
114.0,75588,138.3
125.0,75713,137.2
112.0,75825,130.4
109.0,75934,122.5
104.0,76038,122.5
151.0,76189,115.1
60.0,76249,116.3
128.0,76377,117.8
130.0,76507,114.1
126.0,76633,115.9
53.0,76686,109.8
161.0,76847,113.4
114.0,76961,113.6
173.0,77134,120.0
221.0,77355,131.7
199.0,77554,136.5
215.0,77769,152.0
188.0,77957,158.0
227.0,78184,167.7
168.0,78352,171.9
177.0,78529,184.3
220.0,78749,190.2
190.0,78939,197.8
159.0,79098,196.4
155.0,79253,189.8
195.0,79448,189.4
133.0,79581,181.2
210.0,79791,183.4
202.0,79993,180.9
103.0,80096,174.4
370.0,80466,193.7
110.0,80576,182.7
114.0,80690,175.1
105.0,80795,169.7
111.0,80906,165.3
127.0,81033,158.5
73.0,81106,152.5
90.0,81196,140.5
10.0,81206,121.3
144.0,81350,125.4
99.0,81449,98.3
111.0,81560,98.4
111.0,81671,98.1
92.0,81763,96.8
128.0,81891,98.5
448.0,82339,130.6
270.0,82609,150.3
497.0,83106,191.0
224.0,83330,212.4
176.0,83506,215.6
318.0,83824,237.5
249.0,84073,251.3
240.0,84313,264.2
340.0,84653,289.0
202.0,84855,296.4
13.0,84868,252.9
106.0,84974,236.5
100.0,85074,196.8
102.0,85176,184.6
97.0,85273,176.7
101.0,85374,155.0
185.0,85559,148.6
98.0,85657,134.4
101.0,85758,110.5
99.0,85857,100.2
97.0,85954,108.6
100.0,86054,108.0
10.0,86064,99.0
103.0,86167,99.1
99.0,86266,99.3
207.0,86473,109.9
101.0,86574,101.5
117.0,86691,103.4
280.0,86971,121.3
108.0,87079,122.2
14.0,87093,113.9
256.0,87349,129.5
500.0,87849,178.5
124.0,87973,180.6
288.0,88261,199.5
413.0,88674,220.1
500.0,89174,260.0
215.0,89389,269.8
388.0,89777,280.6
152.0,89929,285.0
189.0,90118,302.5
78.0,90196,284.7
153.0,90349,250.0
109.0,90458,248.5
500.0,90958,269.7
37.0,90995,232.1
29.0,91024,185.0
14.0,91038,164.9
481.0,91519,174.2
500.0,92019,209.0
56.0,92075,195.7
201.0,92276,208.0
161.0,92437,208.8
427.0,92864,240.6
347.0,93211,225.3
500.0,93711,271.6
500.0,94211,318.7
402.0,94613,357.5
500.0,95113,359.4
500.0,95613,359.4
89.0,95702,362.7
215.0,95917,364.1
500.0,96417,398.0
324.0,96741,387.7
500.0,97241,403.0
500.0,97741,403.0
217.0,97958,374.7
500.0,98458,384.5
500.0,98958,384.5
500.0,99458,384.5
226.0,99684,398.2
500.0,100184,426.7
282.0,100466,404.9
500.0,100966,422.5
500.0,101466,422.5
71.0,101537,379.6
456.0,101993,403.5
500.0,102493,403.5
182.0,102675,371.7
500.0,103175,371.7
473.0,103648,396.4
500.0,104148,396.4
500.0,104648,418.2
322.0,104970,400.4
500.0,105470,400.4
500.0,105970,443.3
500.0,106470,447.7
500.0,106970,447.7
209.0,107179,450.4
477.0,107656,448.1
192.0,107848,420.0
500.0,108348,420.0
500.0,108848,420.0
500.0,109348,437.8
500.0,109848,437.8
500.0,110348,437.8
500.0,110848,437.8
500.0,111348,437.8
500.0,111848,466.9
32.0,111880,422.4
500.0,112380,453.2
214.0,112594,424.6
500.0,113094,424.6
500.0,113594,424.6
500.0,114094,424.6
500.0,114594,424.6
500.0,115094,424.6
500.0,115594,424.6
500.0,116094,424.6
500.0,116594,471.4
500.0,117094,471.4
500.0,117594,500.0
42.0,117636,454.2
195.0,117831,423.7
500.0,118331,423.7
500.0,118831,423.7
500.0,119331,423.7
323.0,119654,406.0
357.0,120011,391.7
297.0,120308,371.4
350.0,120658,356.4
165.0,120823,322.9
500.0,121323,368.7
162.0,121485,365.4
341.0,121826,349.5
351.0,122177,334.6
200.0,122377,304.6
223.0,122600,294.6
255.0,122855,284.4
115.0,122970,266.2
500.0,123470,281.2
140.0,123610,278.7
442.0,124052,272.9
202.0,124254,276.9
500.0,124754,292.8
469.0,125223,304.6
148.0,125371,299.4
184.0,125555,295.5
248.0,125803,294.8
197.0,126000,303.0
243.0,126243,277.3
181.0,126424,281.4
208.0,126632,258.0
193.0,126825,257.1
196.0,127021,226.7
124.0,127145,192.2
148.0,127293,192.2
152.0,127445,189.0
117.0,127562,175.9
161.0,127723,172.3
159.0,127882,163.9
170.0,128052,162.8
122.0,128174,154.2
127.0,128301,147.6
113.0,128414,139.3
135.0,128549,140.4
119.0,128668,137.5
98.0,128766,132.1
105.0,128871,130.9
115.0,128986,126.3
119.0,129105,122.3
105.0,129210,115.8
110.0,129320,114.6
34.0,129354,105.3
128.0,129482,106.8
98.0,129580,103.1
112.0,129692,102.4
77.0,129769,100.3
108.0,129877,100.6
106.0,129983,99.7
107.0,130090,98.5
113.0,130203,99.3
101.0,130304,98.4
110.0,130414,106.0
108.0,130522,104.0
107.0,130629,104.9
125.0,130754,106.2
108.0,130862,109.3
96.0,130958,108.1
168.0,131126,114.3
126.0,131252,116.2
133.0,131385,118.2
10.0,131395,109.1
127.0,131522,110.8
15.0,131537,101.5
114.0,131651,102.2
149.0,131800,104.6
170.0,131970,110.8
131.0,132101,114.3
116.0,132217,109.1
185.0,132402,115.0
132.0,132534,114.9
276.0,132810,141.5
177.0,132987,146.5
294.0,133281,174.4
201.0,133482,183.1
173.0,133655,185.5
253.0,133908,193.8
391.0,134299,219.8
168.0,134467,225.0
391.0,134858,245.6
253.0,135111,257.7
143.0,135254,244.4
128.0,135382,239.5
133.0,135515,223.4
117.0,135632,215.0
144.0,135776,212.1
139.0,135915,200.7
257.0,136172,187.3
133.0,136305,183.8
153.0,136458,160.0
136.0,136594,148.3
322.0,136916,166.2
155.0,137071,168.9
103.0,137174,165.9
500.0,137674,204.2
163.0,137837,206.1
379.0,138216,230.1
106.0,138322,215.0
175.0,138497,219.2
192.0,138689,223.1
130.0,138819,222.5
500.0,139319,240.3
209.0,139528,245.7
386.0,139914,274.0
204.0,140118,244.4
325.0,140443,260.6
500.0,140943,272.7
248.0,141191,286.9
500.0,141691,319.4
238.0,141929,324.0
198.0,142127,330.8
173.0,142300,298.1
375.0,142675,314.7
344.0,143019,310.5
