Episode_Return,env_step,Episode_Return_smooth
29.0,29,29.0
8.0,37,18.5
17.0,54,18.0
11.0,65,16.25
9.0,74,14.8
15.0,89,14.833333333333334
14.0,103,14.714285714285714
32.0,135,16.875
22.0,157,17.444444444444443
14.0,171,17.1
15.0,186,15.7
13.0,199,16.2
14.0,213,15.9
14.0,227,16.2
19.0,246,17.2
10.0,256,16.7
11.0,267,16.4
58.0,325,19.0
9.0,334,17.7
11.0,345,17.4
12.0,357,17.1
37.0,394,19.5
11.0,405,19.2
17.0,422,19.5
14.0,436,19.0
14.0,450,19.4
50.0,500,23.3
16.0,516,19.1
18.0,534,20.0
18.0,552,20.7
16.0,568,21.1
11.0,579,18.5
16.0,595,19.0
17.0,612,19.0
16.0,628,19.2
10.0,638,18.8
25.0,663,16.3
47.0,710,19.4
18.0,728,19.4
10.0,738,18.6
19.0,757,18.9
28.0,785,20.6
13.0,798,20.3
14.0,812,20.0
13.0,825,19.7
21.0,846,20.8
18.0,864,20.1
11.0,875,16.5
9.0,884,15.6
13.0,897,15.9
10.0,907,15.0
81.0,988,20.3
18.0,1006,20.8
13.0,1019,20.7
22.0,1041,21.6
25.0,1066,22.0
12.0,1078,21.4
13.0,1091,21.6
20.0,1111,22.7
18.0,1129,23.2
16.0,1145,23.8
13.0,1158,17.0
18.0,1176,17.0
17.0,1193,17.4
16.0,1209,16.8
12.0,1221,15.5
26.0,1247,16.9
21.0,1268,17.7
14.0,1282,17.1
19.0,1301,17.2
12.0,1313,16.8
12.0,1325,16.7
14.0,1339,16.3
14.0,1353,16.0
14.0,1367,15.8
13.0,1380,15.9
15.0,1395,14.8
45.0,1440,17.2
36.0,1476,19.4
41.0,1517,21.6
15.0,1532,21.9
40.0,1572,24.7
11.0,1583,24.4
22.0,1605,25.2
13.0,1618,25.1
13.0,1631,25.1
15.0,1646,25.1
21.0,1667,22.7
23.0,1690,21.4
19.0,1709,19.2
53.0,1762,23.0
18.0,1780,20.8
14.0,1794,21.1
28.0,1822,21.7
24.0,1846,22.8
49.0,1895,26.4
34.0,1929,28.3
12.0,1941,27.4
17.0,1958,26.8
73.0,2031,32.2
24.0,2055,29.3
12.0,2067,28.7
20.0,2087,29.3
38.0,2125,30.3
33.0,2158,31.2
70.0,2228,33.3
27.0,2255,32.6
20.0,2275,33.4
19.0,2294,33.6
18.0,2312,28.1
21.0,2333,27.8
18.0,2351,28.4
17.0,2368,28.1
91.0,2459,33.4
46.0,2505,34.7
36.0,2541,31.3
21.0,2562,30.7
140.0,2702,42.7
18.0,2720,42.6
12.0,2732,42.0
9.0,2741,40.8
15.0,2756,40.5
101.0,2857,48.9
51.0,2908,44.9
54.0,2962,45.7
29.0,2991,45.0
15.0,3006,44.4
16.0,3022,32.0
16.0,3038,31.8
20.0,3058,32.6
26.0,3084,34.3
55.0,3139,38.3
32.0,3171,31.4
58.0,3229,32.1
67.0,3296,33.4
17.0,3313,32.2
22.0,3335,32.9
32.0,3367,34.5
38.0,3405,36.7
60.0,3465,40.7
100.0,3565,48.1
27.0,3592,45.3
18.0,3610,43.9
37.0,3647,41.8
28.0,3675,37.9
29.0,3704,39.1
33.0,3737,40.2
61.0,3798,43.1
76.0,3874,46.9
17.0,3891,42.6
35.0,3926,36.1
34.0,3960,36.8
21.0,3981,37.1
32.0,4013,36.6
152.0,4165,49.0
19.0,4184,48.0
19.0,4203,46.6
13.0,4216,41.8
98.0,4314,44.0
11.0,4325,43.4
15.0,4340,41.4
55.0,4395,43.5
31.0,4426,44.5
40.0,4466,45.3
22.0,4488,32.3
33.0,4521,33.7
38.0,4559,35.6
26.0,4585,36.9
66.0,4651,33.7
68.0,4719,39.4
18.0,4737,39.7
33.0,4770,37.5
81.0,4851,42.5
59.0,4910,44.4
63.0,4973,48.5
112.0,5085,56.4
23.0,5108,54.9
50.0,5158,57.3
23.0,5181,53.0
23.0,5204,48.5
38.0,5242,50.5
65.0,5307,53.7
46.0,5353,50.2
92.0,5445,53.5
38.0,5483,51.0
34.0,5517,43.2
39.0,5556,44.8
23.0,5579,42.1
17.0,5596,41.5
27.0,5623,41.9
126.0,5749,50.7
17.0,5766,45.9
112.0,5878,52.5
102.0,5980,53.5
66.0,6046,56.3
34.0,6080,56.3
90.0,6170,61.4
13.0,6183,60.4
14.0,6197,60.1
39.0,6236,61.3
32.0,6268,51.9
32.0,6300,53.4
29.0,6329,45.1
35.0,6364,38.4
88.0,6452,40.6
72.0,6524,44.4
85.0,6609,43.9
12.0,6621,43.8
22.0,6643,44.6
108.0,6751,51.5
20.0,6771,50.3
126.0,6897,59.7
82.0,6979,65.0
40.0,7019,65.5
88.0,7107,65.5
20.0,7127,60.3
41.0,7168,55.9
152.0,7320,69.9
119.0,7439,79.6
87.0,7526,77.5
82.0,7608,83.7
208.0,7816,91.9
17.0,7833,85.4
21.0,7854,83.5
113.0,7967,86.0
45.0,8012,88.5
31.0,8043,87.5
28.0,8071,75.1
46.0,8117,67.8
25.0,8142,61.6
33.0,8175,56.7
31.0,8206,39.0
28.0,8234,40.1
33.0,8267,41.3
40.0,8307,34.0
100.0,8407,39.5
30.0,8437,39.4
109.0,8546,47.5
86.0,8632,51.5
131.0,8763,62.1
73.0,8836,66.1
15.0,8851,64.5
15.0,8866,63.2
20.0,8886,61.9
35.0,8921,61.4
52.0,8973,56.6
118.0,9091,65.4
73.0,9164,61.8
51.0,9215,58.3
59.0,9274,51.1
55.0,9329,49.3
77.0,9406,55.5
35.0,9441,57.5
24.0,9465,57.9
33.0,9498,57.7
40.0,9538,56.5
173.0,9711,62.0
89.0,9800,63.6
