Episode_Return,env_step,Episode_Return_smooth
22.0,22,22.0
21.0,43,21.5
12.0,55,18.333333333333332
14.0,69,17.25
24.0,93,18.6
17.0,110,18.333333333333332
12.0,122,17.428571428571427
9.0,131,16.375
16.0,147,16.333333333333332
31.0,178,17.8
12.0,190,16.8
18.0,208,16.5
11.0,219,16.4
17.0,236,16.7
15.0,251,15.8
25.0,276,16.6
34.0,310,18.8
10.0,320,18.9
43.0,363,21.6
13.0,376,19.8
26.0,402,21.2
26.0,428,22.0
22.0,450,23.1
20.0,470,23.4
22.0,492,24.1
34.0,526,25.0
54.0,580,27.0
21.0,601,28.1
40.0,641,27.8
21.0,662,28.6
25.0,687,28.5
21.0,708,28.0
22.0,730,28.0
13.0,743,27.3
12.0,755,26.3
16.0,771,24.5
28.0,799,21.9
28.0,827,22.6
49.0,876,23.5
64.0,940,27.8
22.0,962,27.5
22.0,984,27.6
15.0,999,26.9
40.0,1039,29.6
11.0,1050,29.5
54.0,1104,33.3
27.0,1131,33.2
27.0,1158,33.1
34.0,1192,31.6
24.0,1216,27.6
29.0,1245,28.3
24.0,1269,28.5
17.0,1286,28.7
33.0,1319,28.0
26.0,1345,29.5
42.0,1387,28.3
14.0,1401,27.0
37.0,1438,28.0
71.0,1509,31.7
12.0,1521,30.5
33.0,1554,30.9
39.0,1593,32.4
49.0,1642,35.6
86.0,1728,40.9
39.0,1767,42.2
39.0,1806,41.9
57.0,1863,46.2
17.0,1880,44.2
53.0,1933,42.4
32.0,1965,44.4
124.0,2089,53.5
25.0,2114,52.1
78.0,2192,55.0
75.0,2267,53.9
86.0,2353,58.6
45.0,2398,59.2
54.0,2452,58.9
69.0,2521,64.1
22.0,2543,61.0
86.0,2629,66.4
18.0,2647,55.8
29.0,2676,56.2
67.0,2743,55.1
30.0,2773,50.6
40.0,2813,46.0
71.0,2884,48.6
59.0,2943,49.1
12.0,2955,43.4
90.0,3045,50.2
115.0,3160,53.1
42.0,3202,55.5
138.0,3340,66.4
31.0,3371,62.8
