Episode_Return,Episode_Return_smooth,env_step
16.6,16.6,15.0
20.4,18.5,38.0
16.6,17.866666666666667,57.0
29.4,20.75,93.0
19.6,20.52,132.0
17.8,20.066666666666666,151.0
32.0,21.771428571428572,163.0
12.8,20.65,175.0
21.6,20.755555555555556,199.0
25.0,21.18,240.0
19.0,21.419999999999998,256.0
20.2,21.4,271.0
17.4,21.48,287.0
20.0,20.54,309.0
14.0,19.979999999999997,325.0
21.0,20.3,349.0
17.2,18.82,369.0
31.4,20.68,391.0
22.6,20.78,408.0
16.0,19.88,423.0
22.0,20.18,462.0
26.2,20.78,490.0
24.8,21.52,518.0
31.6,22.68,558.0
30.6,24.339999999999996,584.0
36.8,25.919999999999998,615.0
24.0,26.6,635.0
29.8,26.440000000000005,659.0
25.4,26.72,675.0
20.2,27.139999999999997,709.0
22.8,27.22,734.0
27.8,27.380000000000003,745.0
25.2,27.419999999999998,771.0
18.8,26.139999999999997,800.0
21.4,25.220000000000002,832.0
64.2,27.96,890.0
21.6,27.72,904.0
19.0,26.639999999999997,917.0
30.6,27.160000000000004,929.0
58.6,31.0,1002.0
22.6,30.98,1028.0
40.8,32.279999999999994,1050.0
20.8,31.840000000000003,1092.0
23.8,32.339999999999996,1116.0
55.6,35.76,1162.0
36.4,32.98,1185.0
39.4,34.760000000000005,1224.0
20.4,34.9,1253.0
50.6,36.89999999999999,1268.0
21.2,33.16,1281.0
19.0,32.8,1297.0
27.8,31.5,1316.0
42.2,33.64,1336.0
35.8,34.84,1352.0
40.6,33.339999999999996,1400.0
34.6,33.160000000000004,1439.0
23.6,31.580000000000002,1489.0
57.6,35.3,1572.0
34.0,33.64,1584.0
34.4,34.96,1669.0
33.0,36.36,1707.0
52.6,38.84,1768.0
70.0,41.62,1820.0
64.0,44.44,1920.0
48.4,45.21999999999999,1973.0
66.6,48.42,2074.0
45.2,50.58,2099.0
32.4,48.06,2131.0
63.2,50.980000000000004,2231.0
82.4,55.779999999999994,2357.0
76.2,60.1,2484.0
25.4,57.379999999999995,2508.0
73.0,57.67999999999999,2558.0
73.2,58.6,2569.0
64.0,60.160000000000004,2610.0
33.4,56.839999999999996,2644.0
22.0,54.52,2657.0
49.8,56.25999999999999,2690.0
38.2,53.75999999999999,2733.0
71.4,52.660000000000004,2812.0
35.0,48.54,2907.0
77.0,53.7,3020.0
89.2,55.32000000000001,3203.0
77.8,55.78000000000001,3291.0
64.2,55.8,3318.0
80.0,60.46,3343.0
33.2,61.580000000000005,3361.0
53.2,61.919999999999995,3407.0
75.6,65.66,3419.0
100.0,68.52000000000001,3555.0
63.0,71.32,3604.0
68.4,70.46,3656.0
34.6,65.0,3675.0
58.0,63.019999999999996,3692.0
69.2,63.52,3753.0
84.2,63.94,3820.0
64.6,67.08,3848.0
58.6,67.62,3865.0
71.0,67.16,3886.0
57.6,62.92,3902.0
50.4,61.660000000000004,3965.0
99.6,64.78,4153.0
50.8,66.4,4255.0
152.2,75.82,4315.0
91.4,78.03999999999999,4344.0
93.4,78.96000000000001,4500.0
103.2,82.82000000000001,4535.0
93.6,86.32,4565.0
84.2,87.64000000000001,4680.0
192.2,101.10000000000001,4726.0
45.8,100.64,4852.0
150.8,105.75999999999999,4968.0
120.8,112.75999999999999,5110.0
94.8,107.02000000000001,5169.0
28.2,100.7,5185.0
104.0,101.76,5332.0
98.0,101.24000000000001,5432.0
128.8,104.75999999999999,5583.0
170.2,113.35999999999999,5687.0
128.4,106.98000000000002,5915.0
55.4,107.93999999999998,5937.0
70.4,99.9,6008.0
115.8,99.4,6110.0
122.8,102.20000000000002,6136.0
64.4,105.81999999999998,6178.0
151.6,110.58,6442.0
164.6,117.23999999999998,6558.0
117.4,116.1,6578.0
189.6,118.04,6863.0
100.0,115.2,7019.0
119.0,121.55999999999999,7120.0
121.2,126.64000000000001,7454.0
114.8,126.53999999999999,7507.0
230.6,137.32,7549.0
85.4,139.42000000000002,7668.0
174.6,141.72,7740.0
97.8,135.04000000000002,7828.0
88.8,132.18,7923.0
208.4,134.06,8026.0
185.0,142.56,8276.0
168.2,147.48,8449.0
223.8,157.74,8618.0
182.8,164.54000000000002,8894.0
127.4,154.22,8930.0
61.2,151.8,9073.0
121.6,146.5,9238.0
96.4,146.36,9367.0
129.2,150.4,9536.0
179.4,147.5,9766.0
139.2,142.92000000000002,9956.0
134.8,139.58,9984.0
149.6,132.16,10066.0
177.6,131.64000000000001,10249.0
136.8,132.57999999999998,10342.0
110.2,137.48,10534.0
208.8,146.2,10811.0
207.2,157.28,10857.0
245.0,168.85999999999999,11075.0
63.6,157.28000000000003,11110.0
143.4,157.7,11262.0
225.8,166.8,11440.0
191.4,170.98000000000002,11524.0
75.2,160.74,11582.0
123.0,159.35999999999999,11612.0
153.0,163.64000000000001,11763.0
