Episode_Return,env_step,Episode_Return_smooth
16.0,16,16.0
22.0,38,19.0
19.0,57,19.0
30.0,87,21.75
9.0,96,19.2
14.0,110,18.333333333333332
50.0,160,22.857142857142858
11.0,171,21.375
23.0,194,21.555555555555557
18.0,212,21.2
14.0,226,21.0
18.0,244,20.6
23.0,267,21.0
25.0,292,20.5
11.0,303,20.7
22.0,325,21.5
10.0,335,17.5
53.0,388,21.7
12.0,400,20.6
14.0,414,20.2
13.0,427,20.1
30.0,457,21.3
12.0,469,20.2
41.0,510,21.8
44.0,554,25.1
38.0,592,26.7
14.0,606,27.1
45.0,651,26.3
28.0,679,27.9
15.0,694,28.0
22.0,716,28.9
33.0,749,29.2
22.0,771,30.2
11.0,782,27.2
19.0,801,24.7
102.0,903,31.1
17.0,920,31.4
15.0,935,28.4
31.0,966,28.7
69.0,1035,34.1
13.0,1048,33.2
52.0,1100,35.1
13.0,1113,34.2
17.0,1130,34.8
99.0,1229,42.8
15.0,1244,34.1
59.0,1303,38.3
10.0,1313,37.8
81.0,1394,42.8
22.0,1416,38.1
20.0,1436,38.8
28.0,1464,36.4
63.0,1527,41.4
34.0,1561,43.1
47.0,1608,37.9
40.0,1648,40.4
20.0,1668,36.5
69.0,1737,42.4
26.0,1763,36.9
24.0,1787,37.1
16.0,1803,36.7
59.0,1862,39.8
77.0,1939,41.2
29.0,1968,40.7
52.0,2020,41.2
90.0,2110,46.2
66.0,2176,50.8
38.0,2214,47.7
65.0,2279,51.6
113.0,2392,60.5
37.0,2429,62.6
30.0,2459,59.7
84.0,2543,60.4
110.0,2653,68.5
44.0,2697,67.7
34.0,2731,62.1
15.0,2746,57.0
51.0,2797,58.3
42.0,2839,56.0
72.0,2911,51.9
24.0,2935,50.6
98.0,3033,57.4
82.0,3115,57.2
91.0,3206,55.3
110.0,3316,61.9
137.0,3453,72.2
38.0,3491,74.5
74.0,3565,76.8
85.0,3650,81.1
68.0,3718,80.7
92.0,3810,87.5
59.0,3869,83.6
22.0,3891,77.6
13.0,3904,69.8
51.0,3955,63.9
68.0,4023,57.0
59.0,4082,59.1
37.0,4119,55.4
39.0,4158,50.8
113.0,4271,55.3
45.0,4316,50.6
40.0,4356,48.7
22.0,4378,48.7
219.0,4597,69.3
136.0,4733,77.8
18.0,4751,72.8
61.0,4812,73.0
109.0,4921,80.2
21.0,4942,78.4
273.0,5215,94.4
22.0,5237,92.1
225.0,5462,110.6
60.0,5522,114.4
174.0,5696,109.9
29.0,5725,99.2
85.0,5810,105.9
19.0,5829,101.7
160.0,5989,106.8
321.0,6310,136.8
99.0,6409,119.4
57.0,6466,122.9
21.0,6487,102.5
64.0,6551,102.9
143.0,6694,99.8
48.0,6742,101.7
165.0,6907,109.7
211.0,7118,128.9
221.0,7339,135.0
178.0,7517,120.7
57.0,7574,116.5
178.0,7752,128.6
30.0,7782,129.5
156.0,7938,138.7
324.0,8262,156.8
55.0,8317,157.5
254.0,8571,166.4
121.0,8692,157.4
65.0,8757,141.8
306.0,9063,154.6
104.0,9167,159.3
158.0,9325,157.3
256.0,9581,179.9
179.0,9760,182.2
228.0,9988,172.6
25.0,10013,169.6
115.0,10128,155.7
12.0,10140,144.8
189.0,10329,157.2
230.0,10559,149.6
85.0,10644,147.7
143.0,10787,146.2
234.0,11021,144.0
212.0,11233,147.3
72.0,11305,131.7
15.0,11320,130.7
234.0,11554,142.6
279.0,11833,169.3
265.0,12098,176.9
45.0,12143,158.4
25.0,12168,152.4
255.0,12423,163.6
229.0,12652,163.1
29.0,12681,144.8
47.0,12728,142.3
125.0,12853,153.3
66.0,12919,136.5
171.0,13090,125.7
70.0,13160,106.2
65.0,13225,108.2
71.0,13296,112.8
160.0,13456,103.3
108.0,13564,91.2
251.0,13815,113.4
291.0,14106,137.8
59.0,14165,131.2
383.0,14548,162.9
58.0,14606,151.6
181.0,14787,162.7
126.0,14913,168.8
251.0,15164,186.8
78.0,15242,178.6
98.0,15340,177.6
413.0,15753,193.8
225.0,15978,187.2
303.0,16281,211.6
345.0,16626,207.8
265.0,16891,228.5
117.0,17008,222.1
363.0,17371,245.8
265.0,17636,247.2
224.0,17860,261.8
187.0,18047,270.7
345.0,18392,263.9
474.0,18866,288.8
244.0,19110,282.9
391.0,19501,287.5
500.0,20001,311.0
293.0,20294,328.6
370.0,20664,329.3
339.0,21003,336.7
500.0,21503,364.3
35.0,21538,349.1
159.0,21697,330.5
303.0,22000,313.4
315.0,22315,320.5
266.0,22581,308.0
278.0,22859,285.8
168.0,23027,273.3
258.0,23285,262.1
270.0,23555,255.2
266.0,23821,231.8
108.0,23929,239.1
259.0,24188,249.1
240.0,24428,242.8
264.0,24692,237.7
247.0,24939,235.8
248.0,25187,232.8
322.0,25509,248.2
15.0,25524,223.9
36.0,25560,200.5
245.0,25805,198.4
97.0,25902,197.3
290.0,26192,200.4
283.0,26475,204.7
290.0,26765,207.3
267.0,27032,209.3
165.0,27197,201.0
121.0,27318,180.9
172.0,27490,196.6
187.0,27677,211.7
172.0,27849,204.4
264.0,28113,221.1
90.0,28203,201.1
234.0,28437,196.2
321.0,28758,199.3
29.0,28787,175.5
336.0,29123,192.6
309.0,29432,211.4
25.0,29457,196.7
238.0,29695,201.8
259.0,29954,210.5
106.0,30060,194.7
240.0,30300,209.7
260.0,30560,212.3
217.0,30777,201.9
32.0,30809,202.2
14.0,30823,170.0
75.0,30898,146.6
331.0,31229,177.2
21.0,31250,155.5
13.0,31263,130.9
123.0,31386,132.6
22.0,31408,110.8
15.0,31423,86.3
186.0,31609,83.2
287.0,31896,108.7
231.0,32127,130.4
97.0,32224,132.6
152.0,32376,114.7
319.0,32695,144.5
57.0,32752,148.9
336.0,33088,170.2
348.0,33436,202.8
33.0,33469,204.6
107.0,33576,196.7
25.0,33601,170.5
163.0,33764,163.7
154.0,33918,169.4
162.0,34080,170.4
153.0,34233,153.8
26.0,34259,150.7
153.0,34412,132.4
74.0,34486,105.0
158.0,34644,117.5
167.0,34811,123.5
156.0,34967,136.6
148.0,35115,135.1
150.0,35265,134.7
156.0,35421,134.1
144.0,35565,133.2
188.0,35753,149.4
158.0,35911,149.9
177.0,36088,160.2
155.0,36243,159.9
158.0,36401,159.0
209.0,36610,164.3
159.0,36769,165.4
161.0,36930,166.5
138.0,37068,164.7
188.0,37256,169.1
152.0,37408,165.5
169.0,37577,166.6
169.0,37746,165.8
433.0,38179,193.6
27.0,38206,180.5
52.0,38258,164.8
246.0,38504,173.5
282.0,38786,185.6
157.0,38943,187.5
257.0,39200,194.4
255.0,39455,204.7
318.0,39773,219.6
275.0,40048,230.2
182.0,40230,205.1
272.0,40502,229.6
120.0,40622,236.4
469.0,41091,258.7
104.0,41195,240.9
500.0,41695,275.2
95.0,41790,259.0
289.0,42079,262.4
462.0,42541,276.8
33.0,42574,252.6
150.0,42724,249.4
500.0,43224,272.2
500.0,43724,310.2
500.0,44224,313.3
109.0,44333,313.8
500.0,44833,313.8
500.0,45333,354.3
500.0,45833,375.4
500.0,46333,379.2
500.0,46833,425.9
57.0,46890,416.6
500.0,47390,416.6
500.0,47890,416.6
207.0,48097,387.3
367.0,48464,413.1
201.0,48665,383.2
