Episode_Return,Episode_Return_smooth,env_step
37.0,87.92,46464.0
44.6,77.17999999999999,46473.0
47.8,71.5,46483.0
21.2,67.0,46492.0
25.2,60.44,46502.0
25.0,54.760000000000005,46512.0
25.4,50.6,46523.0
24.2,46.5,46532.0
29.8,41.18,46541.0
31.2,31.139999999999997,46550.0
27.0,30.139999999999997,46559.0
30.2,28.7,46571.0
29.6,26.880000000000003,46580.0
165.8,41.34,46591.0
72.8,46.1,46604.0
122.2,55.82000000000001,46617.0
123.0,65.58,46633.0
220.2,85.18,47133.0
126.6,94.86,47148.0
129.2,104.66000000000001,47160.0
124.2,114.38000000000002,47173.0
123.8,123.74000000000001,47186.0
121.0,132.88,47204.0
163.4,132.64000000000001,47506.0
149.8,140.34,47719.0
96.8,137.79999999999998,47937.0
67.8,132.28,48147.0
51.2,115.38,48355.0
53.8,108.1,48582.0
40.6,99.24,48744.0
39.6,90.78,48897.0
70.2,85.42,49051.0
87.8,82.1,49202.0
64.4,72.2,49351.0
82.4,65.46000000000001,49568.0
82.0,63.98,49786.0
87.0,65.9,49991.0
94.0,70.17999999999999,50168.0
88.6,73.66,50313.0
172.2,86.82000000000001,50468.0
126.4,95.5,50620.0
82.2,96.7,50754.0
95.6,97.47999999999999,50890.0
119.0,102.93999999999998,51018.0
128.0,107.5,51180.0
126.8,111.98000000000002,51348.0
117.6,115.04,51501.0
162.2,121.85999999999999,51650.0
113.6,124.35999999999999,51807.0
128.8,120.02000000000001,51954.0
95.2,116.9,52079.0
100.8,118.75999999999999,52214.0
74.2,116.62,52350.0
89.0,113.61999999999998,52518.0
101.2,110.94000000000001,52696.0
113.0,109.56000000000002,52862.0
103.8,108.17999999999999,53030.0
95.4,101.5,53190.0
120.4,102.17999999999999,53442.0
128.6,102.16,53742.0
212.4,113.88000000000002,53969.0
201.4,123.94000000000001,54191.0
201.2,136.64000000000001,54421.0
168.8,144.61999999999998,54656.0
263.2,160.82000000000002,55156.0
282.8,177.8,55654.0
274.0,194.82,56154.0
271.2,212.4,56654.0
186.4,219.0,57080.0
266.4,232.78000000000003,57580.0
243.6,235.90000000000003,58080.0
289.6,244.72000000000003,58580.0
208.8,245.47999999999996,59080.0
110.0,239.59999999999997,59093.0
184.2,231.7,59104.0
261.4,229.56,59113.0
170.0,219.16000000000003,59122.0
102.4,202.28,59131.0
60.4,189.68,59139.0
62.2,169.26,59149.0
75.8,152.48000000000002,59158.0
68.0,130.32,59168.0
72.4,116.68000000000002,59178.0
57.8,111.46,59190.0
126.2,105.66,59199.0
65.4,86.06,59209.0
76.6,76.72,59218.0
79.2,74.4,59226.0
53.4,73.7,59235.0
87.6,76.24000000000001,59244.0
144.4,83.1,59253.0
71.2,83.41999999999999,59262.0
85.8,84.76,59271.0
157.6,94.73999999999998,59283.0
112.4,93.35999999999999,59293.0
86.2,95.43999999999998,59305.0
96.0,97.38,59315.0
82.2,97.67999999999999,59327.0
84.2,100.76000000000002,59340.0
92.0,101.19999999999999,59354.0
81.8,94.94,59399.0
112.2,99.03999999999999,59595.0
102.8,100.74000000000001,59720.0
75.4,92.52,59730.0
60.0,87.28,59745.0
51.4,83.8,59759.0
153.4,89.54,59871.0
38.8,85.2,59882.0
47.2,81.5,59896.0
70.4,79.34,59908.0
102.8,81.43999999999998,60023.0
111.4,81.35999999999999,60142.0
108.6,81.94,60271.0
158.4,90.24,60411.0
69.2,91.16,60555.0
77.0,93.72,60718.0
68.0,85.18,60871.0
93.4,90.64,61031.0
120.6,97.98000000000002,61200.0
113.8,102.32,61385.0
159.0,107.94000000000001,61588.0
185.4,115.34,61783.0
179.2,122.4,61998.0
236.2,130.18,62190.0
196.0,142.86,62466.0
186.2,153.78,62746.0
242.4,171.22,63246.0
255.6,187.44,63599.0
219.0,197.28,63914.0
200.4,205.94,64126.0
96.8,199.71999999999997,64505.0
84.6,189.64000000000001,64825.0
70.8,178.79999999999998,65105.0
122.4,167.42000000000002,65605.0
74.4,155.26000000000002,65873.0
74.0,144.04000000000002,66137.0
77.0,127.5,66412.0
156.0,117.54,66605.0
96.4,105.28,66740.0
68.0,92.03999999999999,66875.0
90.4,91.4,67024.0
68.0,89.74000000000001,67184.0
239.2,106.58,67684.0
117.6,106.1,68090.0
36.0,102.26,68101.0
38.4,98.70000000000002,68111.0
38.2,94.82000000000001,68121.0
37.8,82.99999999999999,68132.0
36.6,77.02,68142.0
36.8,73.9,68153.0
39.8,68.84,68162.0
39.2,65.96,68172.0
40.0,46.04,68182.0
33.2,37.60000000000001,68193.0
36.6,37.66,68206.0
35.2,37.34,68217.0
55.2,39.04,68226.0
72.6,42.52,68235.0
136.0,52.46,68247.0
137.2,62.5,68259.0
120.6,70.58,68269.0
66.6,73.32000000000001,68282.0
58.8,75.2,68295.0
54.8,77.36,68315.0
62.8,79.97999999999999,68383.0
94.6,85.92,68606.0
80.8,88.48,68765.0
77.8,89.0,68901.0
148.6,90.26,69401.0
152.6,91.8,69901.0
138.0,93.53999999999999,70330.0
147.6,101.64000000000001,70830.0
254.2,121.17999999999999,71330.0
202.4,135.94,71830.0
198.2,149.48,72188.0
111.2,151.14,72448.0
171.8,160.24,72681.0
140.0,166.46,73181.0
153.0,166.9,73681.0
246.0,176.23999999999998,74181.0
262.8,188.71999999999997,74396.0
143.2,188.28,74542.0
149.6,177.82,74760.0
142.2,171.8,74970.0
85.0,160.48,75100.0
85.4,157.9,75235.0
84.8,149.2,75367.0
134.8,148.68,75771.0
181.8,151.56,76271.0
182.8,145.23999999999998,76771.0
137.2,132.68,77050.0
266.6,145.02000000000004,77550.0
202.6,150.32,77765.0
177.8,153.88,77920.0
109.4,156.32,78057.0
115.8,159.35999999999999,78241.0
96.2,160.5,78374.0
89.8,155.99999999999997,78489.0
87.2,146.54000000000002,78502.0
66.2,134.88,78513.0
70.8,128.23999999999998,78522.0
70.2,108.6,78533.0
84.0,96.73999999999998,78542.0
61.0,85.06,78552.0
59.4,80.06,78562.0
56.8,74.16,78571.0
57.4,70.28,78582.0
55.4,66.84,78592.0
61.2,64.24,78602.0
140.4,71.66,78612.0
89.0,73.47999999999999,78621.0
79.2,74.38000000000002,78631.0
84.8,74.46000000000001,78641.0
203.0,88.66,78650.0
191.4,101.85999999999999,78659.0
104.2,106.6,78668.0
142.6,115.12,78677.0
98.0,119.38,78686.0
77.8,121.03999999999999,78697.0
84.8,115.47999999999999,78706.0
87.2,115.3,78718.0
98.4,117.22,78732.0
102.2,118.96,78741.0
99.0,108.56000000000002,78753.0
151.6,104.58,78763.0
114.0,105.55999999999999,78776.0
158.4,107.14000000000001,78790.0
275.0,124.84,79069.0
187.6,135.82,79209.0
99.8,137.32,79333.0
163.2,144.92000000000002,79458.0
158.0,150.88,79576.0
167.4,157.4,79703.0
154.2,162.92,79820.0
153.4,163.10000000000002,79948.0
152.0,166.9,80060.0
149.6,166.02,80162.0
155.6,154.07999999999998,80299.0
88.2,144.14,80429.0
110.6,145.22,80560.0
158.8,144.78,80705.0
133.6,142.34,80857.0
175.4,143.14,80987.0
139.6,141.68,81154.0
114.2,137.76000000000002,81311.0
178.4,140.4,81447.0
183.6,143.8,81597.0
133.4,141.57999999999998,81755.0
144.0,147.16000000000003,81912.0
136.8,149.78000000000003,82133.0
133.0,147.20000000000002,82275.0
118.2,145.66,82435.0
98.6,137.98,82555.0
89.4,132.95999999999998,82680.0
90.6,130.6,82822.0
96.4,122.4,82952.0
91.0,113.14000000000001,83080.0
91.6,108.96,83219.0
81.6,102.72,83314.0
97.4,98.78,83447.0
108.2,96.3,83596.0
105.0,94.97999999999999,83754.0
144.2,99.53999999999999,83889.0
73.4,97.94000000000001,84037.0
216.6,110.54,84537.0
72.2,108.12,84613.0
93.6,108.38000000000002,84724.0
82.0,107.42,84843.0
56.6,104.92,84917.0
39.6,99.14,85034.0
33.6,91.67999999999999,85119.0
38.4,85.02000000000001,85218.0
41.2,74.72,85327.0
46.4,72.02,85463.0
57.4,56.1,85631.0
49.4,53.82000000000001,85759.0
47.2,49.18000000000001,85884.0
136.8,54.660000000000004,85998.0
142.6,63.260000000000005,86134.0
144.6,73.76,86269.0
154.8,85.88000000000001,86451.0
80.0,90.04,86574.0
59.6,91.88,86698.0
60.0,93.24000000000001,86836.0
53.2,92.82000000000001,86957.0
49.4,92.82,87061.0
55.6,93.66,87185.0
49.0,84.88000000000001,87289.0
61.0,76.72,87448.0
86.2,70.88000000000001,87716.0
71.6,62.56,87916.0
74.2,61.98,88136.0
110.0,67.02000000000001,88517.0
108.8,71.89999999999999,88927.0
90.8,75.66,89029.0
120.4,82.75999999999999,89038.0
114.4,88.64,89275.0
54.8,89.22,89407.0
76.8,90.8,89568.0
74.2,89.60000000000001,89703.0
65.2,88.96000000000001,89817.0
79.2,89.46,89987.0
65.8,85.03999999999999,90113.0
59.6,80.12,90232.0
59.6,77.0,90361.0
123.6,77.32,90861.0
55.8,71.46000000000001,91030.0
121.4,78.12,91472.0
62.6,76.69999999999999,91599.0
69.4,76.22,91757.0
80.6,77.75999999999999,91961.0
84.2,78.26,92196.0
81.2,79.8,92424.0
62.8,80.12,92544.0
69.6,81.12,92695.0
70.0,75.76,92826.0
73.2,77.50000000000001,92974.0
73.2,72.68,93102.0
72.8,73.7,93239.0
90.6,75.82000000000001,93479.0
64.8,74.24000000000001,93605.0
78.4,73.66,93785.0
73.8,72.92,93920.0
99.4,76.58000000000001,94093.0
117.0,81.32000000000001,94232.0
109.6,85.28,94443.0
120.6,90.01999999999998,94605.0
141.2,96.82000000000001,94866.0
119.2,101.46000000000001,95025.0
128.6,105.25999999999999,95185.0
128.8,111.66,95322.0
136.6,117.48000000000002,95470.0
155.2,125.61999999999998,95721.0
133.0,128.98,95854.0
141.2,131.4,95974.0
164.8,136.92000000000002,96103.0
130.2,137.88,96250.0
229.2,146.68,96492.0
163.0,151.06,96541.0
221.6,160.35999999999999,96551.0
393.0,186.78,96561.0
261.6,199.28000000000003,96571.0
194.2,203.18,96581.0
136.0,203.48,96591.0
136.6,203.02,96602.0
104.0,196.94,96613.0
94.6,193.37999999999997,96622.0
93.8,179.84,96633.0
200.2,183.56,96641.0
140.6,175.45999999999998,96651.0
171.0,153.26,96660.0
172.2,144.32,96670.0
103.8,135.28000000000003,96680.0
150.2,136.7,96690.0
82.6,131.3,96701.0
157.2,136.61999999999998,96712.0
114.6,138.61999999999998,96721.0
147.0,143.94,96730.0
157.8,139.7,96741.0
82.4,133.88000000000002,96752.0
111.0,127.88,96761.0
99.8,120.64000000000001,96773.0
72.4,117.5,96785.0
39.0,106.38000000000002,96795.0
37.4,101.85999999999999,96807.0
59.0,92.03999999999999,96819.0
58.8,86.46,96831.0
63.6,78.12,96844.0
88.0,71.14000000000001,96859.0
115.4,74.44000000000001,96876.0
130.4,76.38,96894.0
106.8,77.08,96914.0
145.0,84.34,97007.0
153.4,95.78,97207.0
127.0,104.74000000000001,97282.0
87.2,107.55999999999999,97354.0
49.8,106.66000000000001,97424.0
34.4,103.74000000000001,97519.0
37.0,98.64000000000001,97640.0
43.8,91.48,97790.0
37.4,82.18,97912.0
36.0,75.1,98027.0
46.2,65.22,98128.0
59.2,55.8,98233.0
133.2,56.42,98372.0
110.0,58.7,98505.0
106.2,64.34,98644.0
147.8,75.67999999999999,98741.0
88.2,80.8,99002.0
91.0,85.52000000000001,99127.0
73.6,89.14,99243.0
90.0,94.53999999999999,99369.0
141.2,104.03999999999999,99473.0
149.0,113.02000000000001,99612.0
150.4,114.73999999999998,99752.0
