Episode_Return,env_step,Episode_Return_smooth
26.0,26,26.0
9.0,35,17.5
13.0,48,16.0
17.0,65,16.25
35.0,100,20.0
16.0,116,19.333333333333332
13.0,129,18.428571428571427
20.0,149,18.625
17.0,166,18.444444444444443
19.0,185,18.5
18.0,203,17.7
28.0,231,19.6
47.0,278,23.0
13.0,291,22.6
19.0,310,21.0
22.0,332,21.6
31.0,363,23.4
45.0,408,25.9
13.0,421,25.5
17.0,438,25.3
19.0,457,25.4
12.0,469,23.8
17.0,486,20.8
24.0,510,21.9
18.0,528,21.8
14.0,542,21.0
11.0,553,19.0
15.0,568,16.0
13.0,581,16.0
22.0,603,16.5
28.0,631,17.4
27.0,658,18.9
11.0,669,18.3
25.0,694,18.4
10.0,704,17.6
11.0,715,17.3
11.0,726,17.3
20.0,746,17.8
29.0,775,19.4
20.0,795,19.2
14.0,809,17.8
17.0,826,16.8
32.0,858,18.9
13.0,871,17.7
25.0,896,19.2
20.0,916,20.1
23.0,939,21.3
26.0,965,21.9
13.0,978,20.3
9.0,987,19.2
54.0,1041,23.2
19.0,1060,23.4
25.0,1085,22.7
11.0,1096,22.5
26.0,1122,22.6
12.0,1134,21.8
14.0,1148,20.9
10.0,1158,19.3
25.0,1183,20.5
17.0,1200,21.3
16.0,1216,17.5
15.0,1231,17.1
12.0,1243,15.8
23.0,1266,17.0
16.0,1282,16.0
12.0,1294,16.0
14.0,1308,16.0
17.0,1325,16.7
10.0,1335,15.2
14.0,1349,14.9
14.0,1363,14.7
29.0,1392,16.1
15.0,1407,16.4
49.0,1456,19.0
18.0,1474,19.2
64.0,1538,24.4
49.0,1587,27.9
14.0,1601,27.6
18.0,1619,28.4
12.0,1631,28.2
21.0,1652,28.9
84.0,1736,34.4
22.0,1758,35.1
20.0,1778,32.2
44.0,1822,34.8
32.0,1854,31.6
18.0,1872,28.5
48.0,1920,31.9
11.0,1931,31.2
20.0,1951,32.0
20.0,1971,31.9
18.0,1989,25.3
12.0,2001,24.3
15.0,2016,23.8
18.0,2034,21.2
44.0,2078,22.4
53.0,2131,25.9
65.0,2196,27.6
20.0,2216,28.5
28.0,2244,29.3
28.0,2272,30.1
26.0,2298,30.9
24.0,2322,32.1
28.0,2350,33.4
36.0,2386,35.2
60.0,2446,36.8
41.0,2487,35.6
20.0,2507,31.1
136.0,2643,42.7
26.0,2669,42.5
45.0,2714,44.2
21.0,2735,43.7
32.0,2767,44.5
107.0,2874,52.4
12.0,2886,50.0
29.0,2915,46.9
42.0,2957,47.0
34.0,2991,48.4
34.0,3025,38.2
23.0,3048,37.9
147.0,3195,48.1
64.0,3259,52.4
23.0,3282,51.5
48.0,3330,45.6
47.0,3377,49.1
109.0,3486,57.1
60.0,3546,58.9
17.0,3563,57.2
88.0,3651,62.6
28.0,3679,63.1
57.0,3736,54.1
34.0,3770,51.1
14.0,3784,50.2
26.0,3810,48.0
32.0,3842,46.5
26.0,3868,38.2
24.0,3892,34.6
15.0,3907,34.4
114.0,4021,37.0
25.0,4046,36.7
24.0,4070,33.4
110.0,4180,41.0
27.0,4207,42.3
47.0,4254,44.4
14.0,4268,42.6
84.0,4352,48.4
146.0,4498,60.6
22.0,4520,61.3
43.0,4563,54.2
21.0,4584,53.8
78.0,4662,59.2
18.0,4680,50.0
71.0,4751,54.4
199.0,4950,69.6
16.0,4966,69.8
62.0,5028,67.6
21.0,5049,55.1
13.0,5062,54.2
14.0,5076,51.3
21.0,5097,51.3
13.0,5110,44.8
128.0,5238,55.8
21.0,5259,50.8
110.0,5369,41.9
261.0,5630,66.4
69.0,5699,67.1
14.0,5713,66.4
29.0,5742,68.0
24.0,5766,69.0
90.0,5856,75.9
122.0,5978,86.8
131.0,6109,87.1
33.0,6142,88.3
18.0,6160,79.1
37.0,6197,56.7
26.0,6223,52.4
23.0,6246,53.3
20.0,6266,52.4
81.0,6347,58.1
63.0,6410,55.4
25.0,6435,45.7
95.0,6530,42.1
17.0,6547,40.5
54.0,6601,44.1
79.0,6680,48.3
25.0,6705,48.2
22.0,6727,48.1
35.0,6762,49.6
68.0,6830,48.3
93.0,6923,51.3
48.0,6971,53.6
21.0,6992,46.2
19.0,7011,46.4
22.0,7033,43.2
29.0,7062,38.2
27.0,7089,38.4
28.0,7117,39.0
17.0,7134,37.2
22.0,7156,32.6
66.0,7222,29.9
52.0,7274,30.3
23.0,7297,30.5
26.0,7323,31.2
27.0,7350,31.7
43.0,7393,33.1
27.0,7420,33.1
48.0,7468,35.1
63.0,7531,39.7
40.0,7571,41.5
74.0,7645,42.3
45.0,7690,41.6
30.0,7720,42.3
55.0,7775,45.2
120.0,7895,54.5
40.0,7935,54.2
23.0,7958,53.8
33.0,7991,52.3
15.0,8006,47.5
45.0,8051,48.0
39.0,8090,44.5
35.0,8125,43.5
46.0,8171,45.1
46.0,8217,44.2
76.0,8293,39.8
23.0,8316,38.1
23.0,8339,38.1
50.0,8389,39.8
186.0,8575,56.9
98.0,8673,62.2
129.0,8802,71.2
16.0,8818,69.3
134.0,8952,78.1
158.0,9110,89.3
93.0,9203,91.0
94.0,9297,98.1
83.0,9380,104.1
103.0,9483,109.4
104.0,9587,101.2
120.0,9707,103.4
134.0,9841,103.9
276.0,10117,129.9
500.0,10617,166.5
13.0,10630,152.0
148.0,10778,157.5
220.0,10998,170.1
386.0,11384,200.4
69.0,11453,197.0
317.0,11770,218.3
468.0,12238,253.1
39.0,12277,243.6
16.0,12293,217.6
12.0,12305,168.8
11.0,12316,168.6
43.0,12359,158.1
164.0,12523,152.5
200.0,12723,133.9
13.0,12736,128.3
11.0,12747,97.7
10.0,12757,51.9
11.0,12768,49.1
14.0,12782,48.9
13.0,12795,49.0
11.0,12806,49.0
15.0,12821,46.2
15.0,12836,31.3
16.0,12852,12.9
14.0,12866,13.0
11.0,12877,13.0
14.0,12891,13.4
12.0,12903,13.5
12.0,12915,13.3
10.0,12925,13.0
14.0,12939,13.3
11.0,12950,12.9
13.0,12963,12.7
12.0,12975,12.3
13.0,12988,12.2
13.0,13001,12.4
17.0,13018,12.7
11.0,13029,12.6
12.0,13041,12.6
15.0,13056,13.1
243.0,13299,36.0
117.0,13416,46.6
109.0,13525,56.2
120.0,13645,67.0
116.0,13761,77.3
226.0,13987,98.6
125.0,14112,109.4
412.0,14524,149.5
449.0,14973,193.2
147.0,15120,206.4
210.0,15330,203.1
187.0,15517,210.1
179.0,15696,217.1
113.0,15809,216.4
137.0,15946,218.5
142.0,16088,210.1
196.0,16284,217.2
131.0,16415,189.1
495.0,16910,193.7
500.0,17410,229.0
12.0,17422,209.2
10.0,17432,191.5
12.0,17444,174.8
13.0,17457,164.8
342.0,17799,185.3
75.0,17874,178.6
19.0,17893,160.9
12.0,17905,149.0
10.0,17915,100.5
11.0,17926,51.6
13.0,17939,51.7
12.0,17951,51.9
12.0,17963,51.9
10.0,17973,51.6
14.0,17987,18.8
171.0,18158,28.4
318.0,18476,58.3
500.0,18976,107.1
211.0,19187,127.2
500.0,19687,176.1
195.0,19882,194.3
500.0,20382,243.1
500.0,20882,291.9
147.0,21029,305.6
15.0,21044,305.7
15.0,21059,290.1
17.0,21076,260.0
9.0,21085,210.9
9.0,21094,190.7
11.0,21105,141.8
13.0,21118,123.6
9.0,21127,74.5
10.0,21137,25.5
10.0,21147,11.8
12.0,21159,11.5
9.0,21168,10.9
12.0,21180,10.4
10.0,21190,10.5
10.0,21200,10.6
10.0,21210,10.5
10.0,21220,10.2
13.0,21233,10.6
10.0,21243,10.6
10.0,21253,10.6
57.0,21310,15.1
108.0,21418,25.0
10.0,21428,24.8
11.0,21439,24.9
10.0,21449,24.9
12.0,21461,25.1
9.0,21470,25.0
8.0,21478,24.5
10.0,21488,24.5
9.0,21497,24.4
13.0,21510,20.0
500.0,22010,59.2
218.0,22228,80.0
303.0,22531,109.2
500.0,23031,158.2
175.0,23206,174.5
149.0,23355,188.5
500.0,23855,237.7
500.0,24355,286.7
114.0,24469,297.2
500.0,24969,345.9
302.0,25271,326.1
500.0,25771,354.3
180.0,25951,342.0
401.0,26352,332.1
500.0,26852,364.6
500.0,27352,399.7
17.0,27369,351.4
35.0,27404,304.9
202.0,27606,313.7
11.0,27617,264.8
12.0,27629,235.8
12.0,27641,187.0
9.0,27650,169.9
9.0,27659,130.7
17.0,27676,82.4
11.0,27687,33.5
10.0,27697,32.8
17.0,27714,31.0
14.0,27728,12.2
356.0,28084,46.7
11.0,28095,46.6
12.0,28107,46.6
11.0,28118,46.8
11.0,28129,47.0
10.0,28139,46.3
11.0,28150,46.3
17.0,28167,47.0
11.0,28178,46.4
11.0,28189,46.1
9.0,28198,11.4
13.0,28211,11.6
13.0,28224,11.7
11.0,28235,11.7
14.0,28249,12.0
17.0,28266,12.7
350.0,28616,46.6
130.0,28746,57.9
144.0,28890,71.2
146.0,29036,84.7
146.0,29182,98.4
21.0,29203,99.2
177.0,29380,115.6
155.0,29535,130.0
135.0,29670,142.1
162.0,29832,156.6
210.0,30042,142.6
230.0,30272,152.6
216.0,30488,159.8
367.0,30855,181.9
322.0,31177,199.5
353.0,31530,232.7
222.0,31752,237.2
484.0,32236,270.1
488.0,32724,305.4
458.0,33182,335.0
19.0,33201,315.9
145.0,33346,307.4
336.0,33682,319.4
500.0,34182,332.7
30.0,34212,303.5
11.0,34223,269.3
10.0,34233,248.1
13.0,34246,201.0
10.0,34256,153.2
10.0,34266,108.4
11.0,34277,107.6
9.0,34286,94.0
10.0,34296,61.4
10.0,34306,12.4
9.0,34315,10.3
11.0,34326,10.3
9.0,34335,10.2
12.0,34347,10.1
10.0,34357,10.1
13.0,34370,10.4
11.0,34381,10.4
10.0,34391,10.5
9.0,34400,10.4
11.0,34411,10.5
12.0,34423,10.8
43.0,34466,14.0
13.0,34479,14.4
9.0,34488,14.1
9.0,34497,14.0
14.0,34511,14.1
11.0,34522,14.1
10.0,34532,14.1
8.0,34540,14.0
12.0,34552,14.1
9.0,34561,13.8
9.0,34570,10.4
11.0,34581,10.2
9.0,34590,10.2
9.0,34599,10.2
13.0,34612,10.1
9.0,34621,9.9
8.0,34629,9.7
9.0,34638,9.8
10.0,34648,9.6
15.0,34663,10.2
15.0,34678,10.8
270.0,34948,36.7
13.0,34961,37.1
15.0,34976,37.7
13.0,34989,37.7
14.0,35003,38.2
11.0,35014,38.5
12.0,35026,38.8
9.0,35035,38.7
13.0,35048,38.5
16.0,35064,38.6
14.0,35078,13.0
14.0,35092,13.1
119.0,35211,23.5
144.0,35355,36.6
178.0,35533,53.0
205.0,35738,72.4
173.0,35911,88.5
197.0,36108,107.3
276.0,36384,133.6
267.0,36651,158.7
236.0,36887,180.9
211.0,37098,200.6
324.0,37422,221.1
223.0,37645,229.0
309.0,37954,242.1
188.0,38142,240.4
250.0,38392,248.1
500.0,38892,278.4
86.0,38978,259.4
500.0,39478,282.7
277.0,39755,286.8
257.0,40012,291.4
500.0,40512,309.0
141.0,40653,300.8
408.0,41061,310.7
